,0
1768,"Taylor County, Kentucky"
1769,"Taylor County, Texas"
1770,"Tazewell County, Illinois"
1771,"Tazewell County, Virginia"
1772,"Tehama County, California"
1773,"Teller County, Colorado"
1774,"Terrebonne Parish, Louisiana"
1775,"Terry County, Texas"
1776,"Teton County, Wyoming"
1777,"Texas County, Oklahoma"
1778,"Thomas County, Georgia"
1779,"Thomas County, Kansas"
1780,"Thurston County, Washington"
1781,"Tift County, Georgia"
1782,"Tillamook County, Oregon"
1783,"Tioga County, New York"
1784,"Tioga County, Pennsylvania"
1785,"Tippah County, Mississippi"
1786,"Tippecanoe County, Indiana"
1787,"Tipton County, Indiana"
1788,"Tipton County, Tennessee"
1789,"Tishomingo County, Mississippi"
1790,"Titus County, Texas"
1791,"Todd County, Minnesota"
1792,"Tolland County, Connecticut"
1793,"Tom Green County, Texas"
1794,"Tompkins County, New York"
1795,"Tooele County, Utah"
1796,"Toombs County, Georgia"
1797,"Torrance County, New Mexico"
1798,"Transylvania County, North Carolina"
1799,"Travis County, Texas"
1800,"Trempealeau County, Wisconsin"
1801,"Trigg County, Kentucky"
1802,"Trinity County, Texas"
1803,"Troup County, Georgia"
1804,"Trumbull County, Ohio"
1805,"Tulare County, California"
1806,"Tulsa County, Oklahoma"
1807,"Tunica County, Mississippi"
1808,"Tuolumne County, California"
1809,"Turner County, Georgia"
1810,"Tuscaloosa County, Alabama"
1811,"Tuscarawas County, Ohio"
1812,"Tuscola County, Michigan"
1813,"Twiggs County, Georgia"
1814,"Twin Falls County, Idaho"
1815,"Tyler County, Texas"
1816,"Uinta County, Wyoming"
1817,"Uintah County, Utah"
1818,"Ulster County, New York"
1819,"Umatilla County, Oregon"
1820,"Union County, Arkansas"
1821,"Union County, Georgia"
1822,"Union County, Illinois"
1823,"Union County, Mississippi"
1824,"Union County, New Jersey"
1825,"Union County, North Carolina"
1826,"Union County, Ohio"
1827,"Union County, Oregon"
1828,"Union County, Pennsylvania"
1829,"Union County, South Carolina"
1830,"Union County, South Dakota"
1831,"Union Parish, Louisiana"
1832,"Upshur County, Texas"
1833,"Upson County, Georgia"
1834,"Upton County, Texas"
1835,"Utah County, Utah"
1836,"Uvalde County, Texas"
1837,"Val Verde County, Texas"
1838,"Valencia County, New Mexico"
1839,"Van Buren County, Arkansas"
1840,"Van Buren County, Michigan"
1841,"Van Wert County, Ohio"
1842,"Van Zandt County, Texas"
1843,"Vance County, North Carolina"
1844,"Vanderburgh County, Indiana"
1845,"Venango County, Pennsylvania"
1846,"Ventura County, California"
1847,"Vermilion County, Illinois"
1848,"Vermilion Parish, Louisiana"
1849,"Vermillion County, Indiana"
1850,"Vernon County, Missouri"
1851,"Vernon Parish, Louisiana"
1852,"Victoria County, Texas"
1853,"Vigo County, Indiana"
1854,"Vilas County, Wisconsin"
1855,"Volusia County, Florida"
1856,"Wabash County, Indiana"
1857,"Wabasha County, Minnesota"
1858,"Wagoner County, Oklahoma"
1859,"Wake County, North Carolina"
1860,"Wakulla County, Florida"
1861,"Waldo County, Maine"
1862,"Walker County, Alabama"
1863,"Walker County, Georgia"
1864,"Walker County, Texas"
1865,"Walla Walla County, Washington"
1866,"Waller County, Texas"
1867,"Walton County, Florida"
1868,"Walton County, Georgia"
1869,"Walworth County, Wisconsin"
1870,"Wapello County, Iowa"
1871,"Ward County, North Dakota"
1872,"Ward County, Texas"
1873,"Ware County, Georgia"
1874,"Warren County, Iowa"
1875,"Warren County, Kentucky"
1876,"Warren County, Mississippi"
1877,"Warren County, Missouri"
1878,"Warren County, New Jersey"
1879,"Warren County, New York"
1880,"Warren County, North Carolina"
1881,"Warren County, Ohio"
1882,"Warren County, Pennsylvania"
1883,"Warren County, Tennessee"
1884,"Warren County, Virginia"
1885,"Warrick County, Indiana"
1886,"Wasatch County, Utah"
1887,"Wasco County, Oregon"
1888,"Waseca County, Minnesota"
1889,"Washington County, Arkansas"
1890,"Washington County, Florida"
1891,"Washington County, Georgia"
1892,"Washington County, Illinois"
1893,"Washington County, Indiana"
1894,"Washington County, Iowa"
1895,"Washington County, Maryland"
1896,"Washington County, Minnesota"
1897,"Washington County, Mississippi"
1898,"Washington County, Nebraska"
1899,"Washington County, New York"
1900,"Washington County, Ohio"
1901,"Washington County, Oklahoma"
1902,"Washington County, Oregon"
1903,"Washington County, Pennsylvania"
1904,"Washington County, Rhode Island"
1905,"Washington County, Tennessee"
1906,"Washington County, Texas"
1907,"Washington County, Utah"
1908,"Washington County, Vermont"
1909,"Washington County, Virginia"
1910,"Washington County, Wisconsin"
1911,"Washington Parish, Louisiana"
1912,"Washita County, Oklahoma"
1913,"Washoe County, Nevada"
1914,"Washtenaw County, Michigan"
1915,"Watauga County, North Carolina"
1916,"Waukesha County, Wisconsin"
1917,"Waupaca County, Wisconsin"
1918,"Waushara County, Wisconsin"
1919,"Wayne County, Georgia"
1920,"Wayne County, Indiana"
1921,"Wayne County, Michigan"
1922,"Wayne County, Mississippi"
1923,"Wayne County, New York"
1924,"Wayne County, North Carolina"
1925,"Wayne County, Ohio"
1926,"Wayne County, Pennsylvania"
1927,"Wayne County, West Virginia"
1928,"Weakley County, Tennessee"
1929,"Webb County, Texas"
1930,"Weber County, Utah"
1931,"Webster County, Iowa"
1932,"Webster County, Missouri"
1933,"Webster Parish, Louisiana"
1934,"Weld County, Colorado"
1935,"Wells County, Indiana"
1936,"Westchester County, New York"
1937,"Westmoreland County, Pennsylvania"
1938,"Wexford County, Michigan"
1939,"Wharton County, Texas"
1940,"Whatcom County, Washington"
1941,"Wheeler County, Texas"
1942,"White County, Arkansas"
1943,"White County, Georgia"
1944,"White County, Indiana"
1945,"White County, Tennessee"
1946,"Whiteside County, Illinois"
1947,"Whitfield County, Georgia"
1948,"Whitley County, Indiana"
1949,"Whitley County, Kentucky"
1950,"Whitman County, Washington"
1951,"Wichita County, Texas"
1952,"Wicomico County, Maryland"
1953,"Wilbarger County, Texas"
1954,"Wilkes County, North Carolina"
1955,"Will County, Illinois"
1956,"Willacy County, Texas"
1957,"Williams County, North Dakota"
1958,"Williams County, Ohio"
1959,"Williamsburg County, South Carolina"
1960,"Williamson County, Illinois"
1961,"Williamson County, Tennessee"
1962,"Williamson County, Texas"
1963,"Wilson County, North Carolina"
1964,"Wilson County, Tennessee"
1965,"Wilson County, Texas"
1966,"Windham County, Connecticut"
1967,"Windham County, Vermont"
1968,"Windsor County, Vermont"
1969,"Winkler County, Texas"
1970,"Winnebago County, Illinois"
1971,"Winnebago County, Wisconsin"
1972,"Winneshiek County, Iowa"
1973,"Winona County, Minnesota"
1974,"Winston County, Alabama"
1975,"Winston County, Mississippi"
1976,"Wise County, Texas"
1977,"Wise County, Virginia"
1978,"Wood County, Ohio"
1979,"Wood County, Texas"
1980,"Wood County, West Virginia"
1981,"Wood County, Wisconsin"
1982,"Woodbury County, Iowa"
1983,"Woodford County, Illinois"
1984,"Woodford County, Kentucky"
1985,"Woodward County, Oklahoma"
1986,"Worcester County, Maryland"
1987,"Worcester County, Massachusetts"
1988,"Worth County, Georgia"
1989,"Wright County, Minnesota"
1990,"Wyandot County, Ohio"
1991,"Wyandotte County, Kansas"
1992,"Wyoming County, New York"
1993,"Wyoming County, Pennsylvania"
1994,"Wythe County, Virginia"
1995,"Yadkin County, North Carolina"
1996,"Yakima County, Washington"
1997,"Yalobusha County, Mississippi"
1998,"Yamhill County, Oregon"
1999,"Yates County, New York"
2000,"Yavapai County, Arizona"
2001,"Yazoo County, Mississippi"
2002,"Yell County, Arkansas"
2003,"Yellowstone County, Montana"
2004,"Yoakum County, Texas"
2005,"Yolo County, California"
2006,"York County, Maine"
2007,"York County, Nebraska"
2008,"York County, Pennsylvania"
2009,"York County, South Carolina"
2010,"York County, Virginia"
2011,"Young County, Texas"
2012,"Yuba County, California"
2013,"Yuma County, Arizona"
